SampleCode,Compound,Category1,Category2,Formula,Halogenation,RetentionTime1D,RetentionTime2D,InternalStandard,Sample,Ecotype,Instrument,RelativeArea
KXD0003,terphenyl 5Cl 4,anthropogenic,PCT,C18H9Cl5,chlorinated,1712.36,1.921,PCB 169,SoCal dolphin blubber D8,coastal,"GCxGC-TOF, EI, 70 eV",0.012682097
JEH0504,terphenyl 5Cl 4,anthropogenic,PCT,C18H9Cl5,chlorinated,1715.86,1.894,PCB 169,SoCal dolphin blubber D4,offshore,"GCxGC-TOF, EI, 70 eV",0.037202206
KZP0086,terphenyl 5Cl 5,anthropogenic,PCT,C18H9Cl5,chlorinated,1726.36,1.954,PCB 169,SoCal dolphin blubber D1,coastal,"GCxGC-TOF, EI, 70 eV",0.040431767
DSJ2195,terphenyl 5Cl 5,anthropogenic,PCT,C18H9Cl5,chlorinated,1719.36,1.954,PCB 169,SoCal dolphin blubber D2,offshore,"GCxGC-TOF, EI, 70 eV",0.010785881
NEB0016,terphenyl 5Cl 5,anthropogenic,PCT,C18H9Cl5,chlorinated,1722.86,1.94,PCB 169,SoCal dolphin blubber D3,coastal,"GCxGC-TOF, EI, 70 eV",0.004376019
JEH0504,terphenyl 5Cl 5,anthropogenic,PCT,C18H9Cl5,chlorinated,1726.36,1.934,PCB 169,SoCal dolphin blubber D4,offshore,"GCxGC-TOF, EI, 70 eV",0.22467188
JEH0472,terphenyl 5Cl 5,anthropogenic,PCT,C18H9Cl5,chlorinated,1719.36,1.934,PCB 169,SoCal dolphin blubber D5,coastal,"GCxGC-TOF, EI, 70 eV",0.02225657
DSJ2155,terphenyl 5Cl 5,anthropogenic,PCT,C18H9Cl5,chlorinated,1722.86,1.954,PCB 169,SoCal dolphin blubber D6,offshore,"GCxGC-TOF, EI, 70 eV",0.021986291
DSJ1765,terphenyl 5Cl 5,anthropogenic,PCT,C18H9Cl5,chlorinated,1722.86,1.954,PCB 169,SoCal dolphin blubber D7,offshore,"GCxGC-TOF, EI, 70 eV",0.023145669
KXD0003,terphenyl 5Cl 5,anthropogenic,PCT,C18H9Cl5,chlorinated,1722.86,1.947,PCB 169,SoCal dolphin blubber D8,coastal,"GCxGC-TOF, EI, 70 eV",0.042227477
JEH0504,terphenyl 5Cl 6,anthropogenic,PCT,C18H9Cl5,chlorinated,1754.34,1.934,PCB 169,SoCal dolphin blubber D4,offshore,"GCxGC-TOF, EI, 70 eV",0.132760726
JEH0472,terphenyl 5Cl 6,anthropogenic,PCT,C18H9Cl5,chlorinated,1754.34,1.954,PCB 169,SoCal dolphin blubber D5,coastal,"GCxGC-TOF, EI, 70 eV",0.042178613
KXD0003,terphenyl 5Cl 6,anthropogenic,PCT,C18H9Cl5,chlorinated,1750.84,1.954,PCB 169,SoCal dolphin blubber D8,coastal,"GCxGC-TOF, EI, 70 eV",0.012880568
JEH0504,terphenyl 6Cl 1,anthropogenic,PCT,C18H8Cl6,chlorinated,1698.37,2.013,PCB 169,SoCal dolphin blubber D4,offshore,"GCxGC-TOF, EI, 70 eV",0.002015481
JEH0472,terphenyl 6Cl 1,anthropogenic,PCT,C18H8Cl6,chlorinated,1698.37,2.013,PCB 169,SoCal dolphin blubber D5,coastal,"GCxGC-TOF, EI, 70 eV",0.001311889
JEH0504,terphenyl 6Cl 2,anthropogenic,PCT,C18H8Cl6,chlorinated,1719.36,1.841,PCB 169,SoCal dolphin blubber D4,offshore,"GCxGC-TOF, EI, 70 eV",0.006649519
JEH0472,terphenyl 6Cl 2,anthropogenic,PCT,C18H8Cl6,chlorinated,1719.36,1.855,PCB 169,SoCal dolphin blubber D5,coastal,"GCxGC-TOF, EI, 70 eV",0.005952129
KZP0086,terphenyl 6Cl 3,anthropogenic,PCT,C18H8Cl6,chlorinated,1736.85,1.874,PCB 169,SoCal dolphin blubber D1,coastal,"GCxGC-TOF, EI, 70 eV",0.006723296
NEB0016,terphenyl 6Cl 3,anthropogenic,PCT,C18H8Cl6,chlorinated,1733.35,1.848,PCB 169,SoCal dolphin blubber D3,coastal,"GCxGC-TOF, EI, 70 eV",0.001125789
JEH0472,terphenyl 6Cl 3,anthropogenic,PCT,C18H8Cl6,chlorinated,1736.85,1.868,PCB 169,SoCal dolphin blubber D5,coastal,"GCxGC-TOF, EI, 70 eV",0.011207089
KXD0003,terphenyl 6Cl 3,anthropogenic,PCT,C18H8Cl6,chlorinated,1733.35,1.874,PCB 169,SoCal dolphin blubber D8,coastal,"GCxGC-TOF, EI, 70 eV",0.004163942
KZP0086,terphenyl 6Cl 4,anthropogenic,PCT,C18H8Cl6,chlorinated,1747.34,1.927,PCB 169,SoCal dolphin blubber D1,coastal,"GCxGC-TOF, EI, 70 eV",0.002076881
JEH0472,terphenyl 6Cl 4,anthropogenic,PCT,C18H8Cl6,chlorinated,1747.34,1.881,PCB 169,SoCal dolphin blubber D5,coastal,"GCxGC-TOF, EI, 70 eV",0.003907085
JEH0504,terphenyl 6Cl 5,anthropogenic,PCT,C18H8Cl6,chlorinated,1768.33,1.967,PCB 169,SoCal dolphin blubber D4,offshore,"GCxGC-TOF, EI, 70 eV",0.011303484
JEH0472,terphenyl 6Cl 5,anthropogenic,PCT,C18H8Cl6,chlorinated,1768.33,1.96,PCB 169,SoCal dolphin blubber D5,coastal,"GCxGC-TOF, EI, 70 eV",0.005605367
JEH0504,terphenyl 6Cl 6,anthropogenic,PCT,C18H8Cl6,chlorinated,1782.32,2.086,PCB 169,SoCal dolphin blubber D4,offshore,"GCxGC-TOF, EI, 70 eV",0.01105845
DSJ2155,terphenyl 6Cl 6,anthropogenic,PCT,C18H8Cl6,chlorinated,1782.32,2.046,PCB 169,SoCal dolphin blubber D6,offshore,"GCxGC-TOF, EI, 70 eV",0.002356865
JEH0472,terphenyl 6Cl 6,anthropogenic,PCT,C18H8Cl6,chlorinated,1778.83,2.059,PCB 169,SoCal dolphin blubber D5,coastal,"GCxGC-TOF, EI, 70 eV",0.009674843
JEH0504,terphenyl 6Cl 7,anthropogenic,PCT,C18H8Cl6,chlorinated,1792.82,2.125,PCB 169,SoCal dolphin blubber D4,offshore,"GCxGC-TOF, EI, 70 eV",0.018075596
JEH0472,terphenyl 6Cl 7,anthropogenic,PCT,C18H8Cl6,chlorinated,1789.32,2.125,PCB 169,SoCal dolphin blubber D5,coastal,"GCxGC-TOF, EI, 70 eV",0.006157909
JEH0504,terphenyl 6Cl 8,anthropogenic,PCT,C18H8Cl6,chlorinated,1834.79,2.284,PCB 169,SoCal dolphin blubber D4,offshore,"GCxGC-TOF, EI, 70 eV",0.004107316
NEB0016,terphenyl 7Cl 1,anthropogenic,PCT,C18H7Cl7,chlorinated,1726.36,1.888,PCB 169,SoCal dolphin blubber D3,coastal,"GCxGC-TOF, EI, 70 eV",0.000715409
JEH0504,terphenyl 7Cl 1,anthropogenic,PCT,C18H7Cl7,chlorinated,1726.36,1.888,PCB 169,SoCal dolphin blubber D4,offshore,"GCxGC-TOF, EI, 70 eV",0.006092376
JEH0472,terphenyl 7Cl 1,anthropogenic,PCT,C18H7Cl7,chlorinated,1726.36,1.888,PCB 169,SoCal dolphin blubber D5,coastal,"GCxGC-TOF, EI, 70 eV",0.004445506
KXD0003,terphenyl 7Cl 1,anthropogenic,PCT,C18H7Cl7,chlorinated,1726.36,1.894,PCB 169,SoCal dolphin blubber D8,coastal,"GCxGC-TOF, EI, 70 eV",0.002495142
KZP0086,terphenyl 7Cl 2,anthropogenic,PCT,C18H7Cl7,chlorinated,1789.32,2.006,PCB 169,SoCal dolphin blubber D1,coastal,"GCxGC-TOF, EI, 70 eV",0.025609
NEB0016,terphenyl 7Cl 2,anthropogenic,PCT,C18H7Cl7,chlorinated,1785.82,1.987,PCB 169,SoCal dolphin blubber D3,coastal,"GCxGC-TOF, EI, 70 eV",0.006357471
JEH0504,terphenyl 7Cl 2,anthropogenic,PCT,C18H7Cl7,chlorinated,1785.82,1.993,PCB 169,SoCal dolphin blubber D4,offshore,"GCxGC-TOF, EI, 70 eV",0.035853077
DSJ1765,terphenyl 7Cl 2,anthropogenic,PCT,C18H7Cl7,chlorinated,1785.82,2.006,PCB 169,SoCal dolphin blubber D7,offshore,"GCxGC-TOF, EI, 70 eV",0.004621444
KXD0003,terphenyl 7Cl 2,anthropogenic,PCT,C18H7Cl7,chlorinated,1785.82,2,PCB 169,SoCal dolphin blubber D8,coastal,"GCxGC-TOF, EI, 70 eV",0.015698466
JEH0504,terphenyl 7Cl 3,anthropogenic,PCT,C18H7Cl7,chlorinated,1799.81,2.092,PCB 169,SoCal dolphin blubber D4,offshore,"GCxGC-TOF, EI, 70 eV",0.017001769
JEH0472,terphenyl 7Cl 3,anthropogenic,PCT,C18H7Cl7,chlorinated,1796.32,2.092,PCB 169,SoCal dolphin blubber D5,coastal,"GCxGC-TOF, EI, 70 eV",0.007646425
KZP0086,terphenyl 7Cl 3,anthropogenic,PCT,C18H7Cl7,chlorinated,1796.32,2.105,PCB 169,SoCal dolphin blubber D1,coastal,"GCxGC-TOF, EI, 70 eV",0.008308355
JEH0504,terphenyl 7Cl 4,anthropogenic,PCT,C18H7Cl7,chlorinated,1820.8,2.053,PCB 169,SoCal dolphin blubber D4,offshore,"GCxGC-TOF, EI, 70 eV",0.005812208
JEH0472,terphenyl 7Cl 4,anthropogenic,PCT,C18H7Cl7,chlorinated,1820.8,2.059,PCB 169,SoCal dolphin blubber D5,coastal,"GCxGC-TOF, EI, 70 eV",0.005694989
NEB0016,terphenyl 7Cl 5,anthropogenic,PCT,C18H7Cl7,chlorinated,1838.29,2.237,PCB 169,SoCal dolphin blubber D3,coastal,"GCxGC-TOF, EI, 70 eV",0.005489999
KXD0003,terphenyl 7Cl 5,anthropogenic,PCT,C18H7Cl7,chlorinated,1838.29,2.231,PCB 169,SoCal dolphin blubber D8,coastal,"GCxGC-TOF, EI, 70 eV",0.017008321
KZP0086,terphenyl 7Cl 6,anthropogenic,PCT,C18H7Cl7,chlorinated,1845.29,2.244,PCB 169,SoCal dolphin blubber D1,coastal,"GCxGC-TOF, EI, 70 eV",0.005368707
JEH0504,terphenyl 7Cl 6,anthropogenic,PCT,C18H7Cl7,chlorinated,1841.79,2.231,PCB 169,SoCal dolphin blubber D4,offshore,"GCxGC-TOF, EI, 70 eV",0.021484164
JEH0472,terphenyl 7Cl 6,anthropogenic,PCT,C18H7Cl7,chlorinated,1841.79,2.231,PCB 169,SoCal dolphin blubber D5,coastal,"GCxGC-TOF, EI, 70 eV",0.026889179
DSJ2155,terphenyl 7Cl 6,anthropogenic,PCT,C18H7Cl7,chlorinated,1838.29,2.237,PCB 169,SoCal dolphin blubber D6,offshore,"GCxGC-TOF, EI, 70 eV",0.003983979
NEB0016,terphenyl 7Cl 7,anthropogenic,PCT,C18H7Cl7,chlorinated,1876.77,2.376,PCB 169,SoCal dolphin blubber D3,coastal,"GCxGC-TOF, EI, 70 eV",0.005247373
JEH0504,terphenyl 7Cl 7,anthropogenic,PCT,C18H7Cl7,chlorinated,1876.77,2.396,PCB 169,SoCal dolphin blubber D4,offshore,"GCxGC-TOF, EI, 70 eV",0.020168497
JEH0472,terphenyl 7Cl 7,anthropogenic,PCT,C18H7Cl7,chlorinated,1876.77,2.383,PCB 169,SoCal dolphin blubber D5,coastal,"GCxGC-TOF, EI, 70 eV",0.016456697
KXD0003,terphenyl 7Cl 7,anthropogenic,PCT,C18H7Cl7,chlorinated,1873.27,2.396,PCB 169,SoCal dolphin blubber D8,coastal,"GCxGC-TOF, EI, 70 eV",0.006421766
KZP0086,terphenyl 7Cl 8,anthropogenic,PCT,C18H7Cl7,chlorinated,1880.27,2.475,PCB 169,SoCal dolphin blubber D1,coastal,"GCxGC-TOF, EI, 70 eV",0.006156754
JEH0504,terphenyl 7Cl 8,anthropogenic,PCT,C18H7Cl7,chlorinated,1883.77,2.429,PCB 169,SoCal dolphin blubber D4,offshore,"GCxGC-TOF, EI, 70 eV",0.00715358
KZP0086,terphenyl 7Cl 9,anthropogenic,PCT,C18H7Cl7,chlorinated,1894.26,2.614,PCB 169,SoCal dolphin blubber D1,coastal,"GCxGC-TOF, EI, 70 eV",0.008830232
JEH0504,terphenyl 7Cl 9,anthropogenic,PCT,C18H7Cl7,chlorinated,1887.26,2.594,PCB 169,SoCal dolphin blubber D4,offshore,"GCxGC-TOF, EI, 70 eV",0.004637233
JEH0472,terphenyl 7Cl 9,anthropogenic,PCT,C18H7Cl7,chlorinated,1901.26,2.627,PCB 169,SoCal dolphin blubber D5,coastal,"GCxGC-TOF, EI, 70 eV",0.004510531
KXD0003,terphenyl 7Cl 9,anthropogenic,PCT,C18H7Cl7,chlorinated,1887.26,2.594,PCB 169,SoCal dolphin blubber D8,coastal,"GCxGC-TOF, EI, 70 eV",0.005711283
NEB0016,terphenyl 8Cl 1,anthropogenic,PCT,C18H6Cl8,chlorinated,1799.81,2.026,PCB 169,SoCal dolphin blubber D3,coastal,"GCxGC-TOF, EI, 70 eV",0.00027378
JEH0504,terphenyl 8Cl 1,anthropogenic,PCT,C18H6Cl8,chlorinated,1799.81,2.033,PCB 169,SoCal dolphin blubber D4,offshore,"GCxGC-TOF, EI, 70 eV",0.002081036
JEH0472,terphenyl 8Cl 1,anthropogenic,PCT,C18H6Cl8,chlorinated,1803.31,2.039,PCB 169,SoCal dolphin blubber D5,coastal,"GCxGC-TOF, EI, 70 eV",0.003019851
KXD0003,terphenyl 8Cl 1,anthropogenic,PCT,C18H6Cl8,chlorinated,1799.81,2.033,PCB 169,SoCal dolphin blubber D8,coastal,"GCxGC-TOF, EI, 70 eV",0.001274939
KZP0086,terphenyl 8Cl 1,anthropogenic,PCT,C18H6Cl8,chlorinated,1803.31,2.059,PCB 169,SoCal dolphin blubber D1,coastal,"GCxGC-TOF, EI, 70 eV",0.001950854
JEH0504,terphenyl 8Cl 2,anthropogenic,PCT,C18H6Cl8,chlorinated,1894.26,2.435,PCB 169,SoCal dolphin blubber D4,offshore,"GCxGC-TOF, EI, 70 eV",0.002044075
JEH0472,terphenyl 8Cl 2,anthropogenic,PCT,C18H6Cl8,chlorinated,1894.26,2.429,PCB 169,SoCal dolphin blubber D5,coastal,"GCxGC-TOF, EI, 70 eV",0.004751499
JEH0504,terphenyl 8Cl 3,anthropogenic,PCT,C18H6Cl8,chlorinated,1901.26,2.455,PCB 169,SoCal dolphin blubber D4,offshore,"GCxGC-TOF, EI, 70 eV",0.018425427
JEH0472,terphenyl 8Cl 3,anthropogenic,PCT,C18H6Cl8,chlorinated,1901.26,2.455,PCB 169,SoCal dolphin blubber D5,coastal,"GCxGC-TOF, EI, 70 eV",0.023178992
KXD0003,terphenyl 8Cl 3,anthropogenic,PCT,C18H6Cl8,chlorinated,1894.26,2.449,PCB 169,SoCal dolphin blubber D8,coastal,"GCxGC-TOF, EI, 70 eV",0.004486811
KZP0086,terphenyl 8Cl 4,anthropogenic,PCT,C18H6Cl8,chlorinated,1904.75,2.475,PCB 169,SoCal dolphin blubber D1,coastal,"GCxGC-TOF, EI, 70 eV",0.011405909
NEB0016,terphenyl 8Cl 4,anthropogenic,PCT,C18H6Cl8,chlorinated,1901.26,2.455,PCB 169,SoCal dolphin blubber D3,coastal,"GCxGC-TOF, EI, 70 eV",0.005300265
KXD0003,terphenyl 8Cl 4,anthropogenic,PCT,C18H6Cl8,chlorinated,1897.76,2.482,PCB 169,SoCal dolphin blubber D8,coastal,"GCxGC-TOF, EI, 70 eV",0.014984308
KZP0086,terphenyl 8Cl 5,anthropogenic,PCT,C18H6Cl8,chlorinated,1960.72,2.917,PCB 169,SoCal dolphin blubber D1,coastal,"GCxGC-TOF, EI, 70 eV",0.000705123
JEH0504,terphenyl 8Cl 5,anthropogenic,PCT,C18H6Cl8,chlorinated,1964.22,2.977,PCB 169,SoCal dolphin blubber D4,offshore,"GCxGC-TOF, EI, 70 eV",0.002500985
JEH0472,terphenyl 8Cl 5,anthropogenic,PCT,C18H6Cl8,chlorinated,1964.22,2.963,PCB 169,SoCal dolphin blubber D5,coastal,"GCxGC-TOF, EI, 70 eV",0.005484427
KZP0086,methylsulfonylPCB-101,anthropogenic,Methylsulfonyl-PCB,C13H7Cl5O2S,chlorinated,1691.38,2.165,PCB 169,SoCal dolphin blubber D1,coastal,"GCxGC-TOF, EI, 70 eV",0.194793115
DSJ2195,methylsulfonylPCB-101,anthropogenic,Methylsulfonyl-PCB,C13H7Cl5O2S,chlorinated,1691.38,2.158,PCB 169,SoCal dolphin blubber D2,offshore,"GCxGC-TOF, EI, 70 eV",0.009819389
NEB0016,methylsulfonylPCB-101,anthropogenic,Methylsulfonyl-PCB,C13H7Cl5O2S,chlorinated,1687.88,2.171,PCB 169,SoCal dolphin blubber D3,coastal,"GCxGC-TOF, EI, 70 eV",0.030430263
JEH0504,methylsulfonylPCB-101,anthropogenic,Methylsulfonyl-PCB,C13H7Cl5O2S,chlorinated,1687.88,2.185,PCB 169,SoCal dolphin blubber D4,offshore,"GCxGC-TOF, EI, 70 eV",0.192931594
JEH0472,methylsulfonylPCB-101,anthropogenic,Methylsulfonyl-PCB,C13H7Cl5O2S,chlorinated,1691.38,2.171,PCB 169,SoCal dolphin blubber D5,coastal,"GCxGC-TOF, EI, 70 eV",0.540315118
DSJ1765,methylsulfonylPCB-101,anthropogenic,Methylsulfonyl-PCB,C13H7Cl5O2S,chlorinated,1687.88,2.191,PCB 169,SoCal dolphin blubber D7,offshore,"GCxGC-TOF, EI, 70 eV",0.024097042
KXD0003,methylsulfonylPCB-101,anthropogenic,Methylsulfonyl-PCB,C13H7Cl5O2S,chlorinated,1687.88,2.185,PCB 169,SoCal dolphin blubber D8,coastal,"GCxGC-TOF, EI, 70 eV",0.0936491
KZP0086,methylsulfonylPCB 5Cl 1,anthropogenic,Methylsulfonyl-PCB,C13H7Cl5O2S,chlorinated,1708.87,2.211,PCB 169,SoCal dolphin blubber D1,coastal,"GCxGC-TOF, EI, 70 eV",0.047305998
JEH0504,methylsulfonylPCB 5Cl 1,anthropogenic,Methylsulfonyl-PCB,C13H7Cl5O2S,chlorinated,1708.87,2.178,PCB 169,SoCal dolphin blubber D4,offshore,"GCxGC-TOF, EI, 70 eV",0.044346357
JEH0472,methylsulfonylPCB 5Cl 1,anthropogenic,Methylsulfonyl-PCB,C13H7Cl5O2S,chlorinated,1715.86,2.198,PCB 169,SoCal dolphin blubber D5,coastal,"GCxGC-TOF, EI, 70 eV",0.004020622
KXD0003,methylsulfonylPCB 5Cl 1,anthropogenic,Methylsulfonyl-PCB,C13H7Cl5O2S,chlorinated,1705.37,2.198,PCB 169,SoCal dolphin blubber D8,coastal,"GCxGC-TOF, EI, 70 eV",0.01178841
KZP0086,methylsulfonylPCB 5Cl 2,anthropogenic,Methylsulfonyl-PCB,C13H7Cl5O2S,chlorinated,1729.85,2.231,PCB 169,SoCal dolphin blubber D1,coastal,"GCxGC-TOF, EI, 70 eV",0.037288551
JEH0504,methylsulfonylPCB 5Cl 2,anthropogenic,Methylsulfonyl-PCB,C13H7Cl5O2S,chlorinated,1729.85,2.191,PCB 169,SoCal dolphin blubber D4,offshore,"GCxGC-TOF, EI, 70 eV",0.038993948
DSJ2195,methylsulfonylPCB 5Cl 2,anthropogenic,Methylsulfonyl-PCB,C13H7Cl5O2S,chlorinated,1733.35,2.165,PCB 169,SoCal dolphin blubber D2,offshore,"GCxGC-TOF, EI, 70 eV",0.006584723
NEB0016,methylsulfonylPCB 5Cl 2,anthropogenic,Methylsulfonyl-PCB,C13H7Cl5O2S,chlorinated,1729.85,2.152,PCB 169,SoCal dolphin blubber D3,coastal,"GCxGC-TOF, EI, 70 eV",0.010008197
JEH0472,methylsulfonylPCB 5Cl 2,anthropogenic,Methylsulfonyl-PCB,C13H7Cl5O2S,chlorinated,1733.35,2.145,PCB 169,SoCal dolphin blubber D5,coastal,"GCxGC-TOF, EI, 70 eV",0.153943169
KZP0086,methylsulfonylPCB 5Cl 3,anthropogenic,Methylsulfonyl-PCB,C13H7Cl5O2S,chlorinated,1747.34,2.185,PCB 169,SoCal dolphin blubber D1,coastal,"GCxGC-TOF, EI, 70 eV",0.010603251
DSJ2195,methylsulfonylPCB 5Cl 3,anthropogenic,Methylsulfonyl-PCB,C13H7Cl5O2S,chlorinated,1747.34,2.165,PCB 169,SoCal dolphin blubber D2,offshore,"GCxGC-TOF, EI, 70 eV",0.002489696
JEH0472,methylsulfonylPCB 5Cl 3,anthropogenic,Methylsulfonyl-PCB,C13H7Cl5O2S,chlorinated,1747.34,2.165,PCB 169,SoCal dolphin blubber D5,coastal,"GCxGC-TOF, EI, 70 eV",0.034339163
JEH0504,methylsulfonylPCB 5Cl 3,anthropogenic,Methylsulfonyl-PCB,C13H7Cl5O2S,chlorinated,1747.34,2.218,PCB 169,SoCal dolphin blubber D4,offshore,"GCxGC-TOF, EI, 70 eV",0.006216338
KZP0086,methylsulfonylPCB 6Cl 1,anthropogenic,Methylsulfonyl-PCB,C13H6Cl6O2S,chlorinated,1740.35,2.026,PCB 169,SoCal dolphin blubber D1,coastal,"GCxGC-TOF, EI, 70 eV",0.004301873
JEH0472,methylsulfonylPCB 6Cl 1,anthropogenic,Methylsulfonyl-PCB,C13H6Cl6O2S,chlorinated,1740.35,2.02,PCB 169,SoCal dolphin blubber D5,coastal,"GCxGC-TOF, EI, 70 eV",0.007422083
JEH0504,methylsulfonylPCB 6Cl 1,anthropogenic,Methylsulfonyl-PCB,C13H6Cl6O2S,chlorinated,1740.35,2.02,PCB 169,SoCal dolphin blubber D4,offshore,"GCxGC-TOF, EI, 70 eV",0.006771809
KZP0086,methylsulfonylPCB 6Cl 2,anthropogenic,Methylsulfonyl-PCB,C13H6Cl6O2S,chlorinated,1806.81,2.323,PCB 169,SoCal dolphin blubber D1,coastal,"GCxGC-TOF, EI, 70 eV",0.004880206
JEH0472,methylsulfonylPCB 6Cl 2,anthropogenic,Methylsulfonyl-PCB,C13H6Cl6O2S,chlorinated,1806.81,2.31,PCB 169,SoCal dolphin blubber D5,coastal,"GCxGC-TOF, EI, 70 eV",0.007238054
JEH0504,methylsulfonylPCB 6Cl 2,anthropogenic,Methylsulfonyl-PCB,C13H6Cl6O2S,chlorinated,1806.81,2.284,PCB 169,SoCal dolphin blubber D4,offshore,"GCxGC-TOF, EI, 70 eV",0.002185833
KZP0086,methylenebistrichloroanisole,anthropogenic,Methylenebistrichloroanisole,C15H10Cl6O2,chlorinated,1645.9,1.861,PCB 169,SoCal dolphin blubber D1,coastal,"GCxGC-TOF, EI, 70 eV",0.2223714
DSJ2195,methylenebistrichloroanisole,anthropogenic,Methylenebistrichloroanisole,C15H10Cl6O2,chlorinated,1649.4,1.855,PCB 169,SoCal dolphin blubber D2,offshore,"GCxGC-TOF, EI, 70 eV",0.668802448
JEH0504,methylenebistrichloroanisole,anthropogenic,Methylenebistrichloroanisole,C15H10Cl6O2,chlorinated,1645.9,1.848,PCB 169,SoCal dolphin blubber D4,offshore,"GCxGC-TOF, EI, 70 eV",1.375423019
JEH0472,methylenebistrichloroanisole,anthropogenic,Methylenebistrichloroanisole,C15H10Cl6O2,chlorinated,1645.9,1.861,PCB 169,SoCal dolphin blubber D5,coastal,"GCxGC-TOF, EI, 70 eV",0.462643745
DSJ2155,methylenebistrichloroanisole,anthropogenic,Methylenebistrichloroanisole,C15H10Cl6O2,chlorinated,1642.4,1.841,PCB 169,SoCal dolphin blubber D6,offshore,"GCxGC-TOF, EI, 70 eV",0.588481487
DSJ1765,methylenebistrichloroanisole,anthropogenic,Methylenebistrichloroanisole,C15H10Cl6O2,chlorinated,1642.4,1.848,PCB 169,SoCal dolphin blubber D7,offshore,"GCxGC-TOF, EI, 70 eV",0.93164947
KXD0003,methylenebistrichloroanisole,anthropogenic,Methylenebistrichloroanisole,C15H10Cl6O2,chlorinated,1642.4,1.855,PCB 169,SoCal dolphin blubber D8,coastal,"GCxGC-TOF, EI, 70 eV",0.171677765
JEH0472,"1,2,4-trichlorobenzene",anthropogenic,Chlorinated benzene,C6H3Cl3,chlorinated,697.94,1.003,PCB 169,SoCal dolphin blubber D5,coastal,"GCxGC-TOF, EI, 70 eV",0.064746073
DSJ2195,"1,2,4-trichlorobenzene",anthropogenic,Chlorinated benzene,C6H3Cl3,chlorinated,697.944,1.01,PCB 169,SoCal dolphin blubber D2,offshore,"GCxGC-TOF, EI, 70 eV",0.230365002
DSJ2155,"1,2,4-trichlorobenzene",anthropogenic,Chlorinated benzene,C6H3Cl3,chlorinated,697.944,1.003,PCB 169,SoCal dolphin blubber D6,offshore,"GCxGC-TOF, EI, 70 eV",0.079403439
DSJ2195,"1,2,3,4-tetrachlorobenzene",anthropogenic,Chlorinated benzene,C6H2Cl4,chlorinated,865.85,1.082,PCB 169,SoCal dolphin blubber D2,offshore,"GCxGC-TOF, EI, 70 eV",0.129131209
JEH0504,"1,2,3,4-tetrachlorobenzene",anthropogenic,Chlorinated benzene,C6H2Cl4,chlorinated,865.85,1.082,PCB 169,SoCal dolphin blubber D4,offshore,"GCxGC-TOF, EI, 70 eV",0.00939569
DSJ2155,"1,2,3,4-tetrachlorobenzene",anthropogenic,Chlorinated benzene,C6H2Cl4,chlorinated,865.85,1.076,PCB 169,SoCal dolphin blubber D6,offshore,"GCxGC-TOF, EI, 70 eV",0.025268939
DSJ1765,"1,2,3,4-tetrachlorobenzene",anthropogenic,Chlorinated benzene,C6H2Cl4,chlorinated,865.85,1.082,PCB 169,SoCal dolphin blubber D7,offshore,"GCxGC-TOF, EI, 70 eV",0.034557448
KXD0003,"1,2,3,4-tetrachlorobenzene",anthropogenic,Chlorinated benzene,C6H2Cl4,chlorinated,865.85,1.076,PCB 169,SoCal dolphin blubber D8,coastal,"GCxGC-TOF, EI, 70 eV",0.009008962
DSJ2195,pentachlorobenzene,anthropogenic,Chlorinated benzene,C6HCl5,chlorinated,974.29,1.096,PCB 169,SoCal dolphin blubber D2,offshore,"GCxGC-TOF, EI, 70 eV",0.223374788
NEB0016,pentachlorobenzene,anthropogenic,Chlorinated benzene,C6HCl5,chlorinated,974.29,1.082,PCB 169,SoCal dolphin blubber D3,coastal,"GCxGC-TOF, EI, 70 eV",0.004870168
DSJ2155,pentachlorobenzene,anthropogenic,Chlorinated benzene,C6HCl5,chlorinated,974.29,1.096,PCB 169,SoCal dolphin blubber D6,offshore,"GCxGC-TOF, EI, 70 eV",0.04500709
DSJ1765,pentachlorobenzene,anthropogenic,Chlorinated benzene,C6HCl5,chlorinated,974.29,1.096,PCB 169,SoCal dolphin blubber D7,offshore,"GCxGC-TOF, EI, 70 eV",0.052408834
KZP0086,hexachlorobenzene,anthropogenic,Chlorinated benzene,C6Cl6,chlorinated,1107.21,1.162,PCB 169,SoCal dolphin blubber D1,coastal,"GCxGC-TOF, EI, 70 eV",2.235001687
DSJ2195,hexachlorobenzene,anthropogenic,Chlorinated benzene,C6Cl6,chlorinated,1107.21,1.162,PCB 169,SoCal dolphin blubber D2,offshore,"GCxGC-TOF, EI, 70 eV",6.48695768
NEB0016,hexachlorobenzene,anthropogenic,Chlorinated benzene,C6Cl6,chlorinated,1107.21,1.129,PCB 169,SoCal dolphin blubber D3,coastal,"GCxGC-TOF, EI, 70 eV",0.560351616
JEH0504,hexachlorobenzene,anthropogenic,Chlorinated benzene,C6Cl6,chlorinated,1107.21,1.162,PCB 169,SoCal dolphin blubber D4,offshore,"GCxGC-TOF, EI, 70 eV",1.792252303
JEH0472,hexachlorobenzene,anthropogenic,Chlorinated benzene,C6Cl6,chlorinated,1107.21,1.155,PCB 169,SoCal dolphin blubber D5,coastal,"GCxGC-TOF, EI, 70 eV",1.17587774
